cell_number,x_position,y_position
193,104.65369649805447,286.5175097276265
194,196.48728813559322,287.6949152542373
195,246.42767295597486,287.1383647798742
196,306.31226765799255,288.3717472118959
197,222.13978494623655,286.8709677419355
198,279.2239382239382,289.0
199,162.7816091954023,290.8888888888889
200,78.03691275167785,295.1409395973154
201,318.9859813084112,294.3224299065421
202,126.41176470588235,294.61344537815125
203,180.6342412451362,294.05836575875486
204,146.2140575079872,297.08306709265173
205,370.5321100917431,296.61009174311926
206,212.41062801932367,296.3719806763285
207,232.46195652173913,295.4619565217391
208,346.07943925233644,296.3785046728972
209,292.79399141630904,299.2575107296137
210,358.98425196850394,296.92913385826773
211,68.92610837438424,304.9458128078818
212,264.3174603174603,299.0899470899471
213,392.74212034383953,302.6275071633238
214,111.49484536082474,299.85223367697597
215,248.58695652173913,299.0652173913044
216,381.11504424778764,299.1061946902655
217,100.70833333333333,306.7326388888889
218,329.9945652173913,302.45108695652175
219,199.58419243986253,304.11340206185565
220,278.53694581280786,303.7241379310345
221,161.81224489795918,305.37551020408165
222,224.0601092896175,306.1366120218579
223,306.20258620689657,306.10775862068965
224,238.81770833333334,308.578125
225,136.92727272727274,310.6727272727273
226,183.52509652509653,309.13127413127415
227,340.7307692307692,310.1298076923077
228,256.2447916666667,310.5104166666667
229,355.60538116591925,310.7578475336323
230,317.18461538461537,312.5282051282051
231,88.1131498470948,313.5565749235474
232,374.7971014492754,311.9130434782609
233,213.09,315.205
234,122.78521126760563,316.0281690140845
235,272.39086294416245,315.0456852791878
236,287.8789237668162,316.1659192825112
237,153.7677902621723,319.30337078651684
238,172.7991452991453,316.85042735042737
239,398.30364372469637,318.331983805668
240,327.54545454545456,321.8821548821549
241,381.90036900369006,321.6457564575646
242,301.34615384615387,321.0432692307692
243,198.4162895927602,319.7647058823529
244,226.99465240641712,319.62566844919786
245,243.0928961748634,320.20765027322403
246,66.55844155844156,324.8636363636364
247,79.1923076923077,328.7857142857143
248,259.879781420765,322.1475409836066
249,110.57992565055763,325.2304832713755
250,342.26382978723404,327.2255319148936
251,354.90776699029124,325.43203883495147
252,141.23648648648648,329.06418918918916
253,170.38582677165354,330.4488188976378
254,185.9921568627451,330.5686274509804
255,313.8137254901961,329.4264705882353
256,95.65306122448979,330.41156462585036
257,364.96691176470586,332.50735294117646
258,220.00409836065575,331.7827868852459
259,275.23267326732673,330.4504950495049
260,234.67295597484278,331.4339622641509
261,289.49295774647885,330.8967136150235
262,203.78378378378378,333.02702702702703
263,248.64804469273744,332.56424581005587
264,126.25795053003533,335.63250883392226
265,262.625,333.75
266,382.53068592057764,336.49819494584835
267,161.37992831541217,339.01075268817203
268,301.63084112149534,338.8738317757009
269,329.35222672064776,338.2914979757085
270,395.4022988505747,341.7413793103448
271,112.41639344262295,343.9639344262295
272,72.55696202531645,345.5632911392405
273,138.98,346.716
274,196.86610878661088,345.6150627615063
275,238.3957219251337,342.88770053475935
276,285.82089552238807,344.8756218905473
277,311.6456310679612,345.9466019417476
278,153.39662447257385,347.8481012658228
279,180.0505415162455,347.93140794223825
280,256.5570776255708,345.7808219178082
281,272.7675438596491,346.8464912280702
282,99.1830985915493,350.89859154929576
283,218.609375,346.1015625
284,337.1263940520446,350.07063197026025
285,352.4621212121212,347.7348484848485
286,380.4217391304348,352.05652173913046
287,88.13803680981596,359.16564417177915
288,208.679012345679,357.238683127572
289,230.2268907563025,353.2352941176471
290,321.0210970464135,355.1729957805907
291,293.69037656903765,355.2468619246862
292,126.86345381526104,357.3574297188755
293,241.08227848101265,354.8607594936709
294,170.34980988593156,359.25475285171103
295,358.5250965250965,359.81081081081084
296,391.41379310344826,358.82327586206895
297,252.46666666666667,359.12380952380954
298,193.6341463414634,360.9024390243902
299,268.49800796812747,360.70916334661354
300,74.7186440677966,366.95932203389833
301,344.0,361.55223880597015
302,306.31075697211156,363.9681274900398
303,117.87323943661971,366.23591549295776
304,140.65402843601896,363.25592417061614
